"Nebraska",367431,,367431,354540,12891,,"-",,172784,,172784,163586,9198,,"-",,74252,,74252,73366,886,,"-",,120395,,120395,117588,2807,,"-",,"Nebraska"
"     State",157516,,151069,145385,5684,,6447,,40542,,34095,31217,2878,,6447,,31987,,31987,31511,476,,"-",,84987,,84987,82657,2330,,"-",,"     State"
"     Local, total",216391,,216362,209155,7207,,29,,138689,,138689,132369,6320,,"-",,42265,,42265,41855,410,,"-",,35437,,35408,34931,477,,29,,"     Local, total"
"        Counties",108106,,107627,104461,3166,,479,,34355,,34355,32074,2281,,"-",,37864,,37864,37456,408,,"-",,35887,,35408,34931,477,,479,,"        Counties"
"        Municipalities",112665,,108735,104694,4041,,3930,,104557,,104334,100295,4039,,223,,4401,,4401,4399,2,,"-",,3707,,"-","-","-",,3707,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada",722649,,722649,688452,34197,,"-",,304550,,304550,296368,8182,,"-",,159667,,159667,142691,16976,,"-",,258432,,258432,249393,9039,,"-",,"Nevada"
"     State",195039,,194130,183008,11122,,909,,32744,,32678,30433,2245,,66,,26308,,25861,25225,636,,447,,135987,,135591,127350,8241,,396,,"     State"
"     Local, total",528519,,528519,505444,23075,,"-",,271872,,271872,265935,5937,,"-",,133806,,133806,117466,16340,,"-",,122841,,122841,122043,798,,"-",,"     Local, total"
"        Counties",391344,,391340,371694,19646,,4,,186535,,186535,182974,3561,,"-",,105973,,105969,90135,15834,,4,,98836,,98836,98585,251,,"-",,"        Counties"
"        Municipalities",190877,,137179,133750,3429,,53698,,137304,,85337,82961,2376,,51967,,27837,,27837,27331,506,,"-",,25736,,24005,23458,547,,1731,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire",295624,,295624,290237,5387,,"-",,139881,,139881,136861,3020,,"-",,72269,,72269,71331,938,,"-",,83474,,83474,82045,1429,,"-",,"New Hampshire"
"     State",147657,,144032,140219,3813,,3625,,26677,,25991,24322,1669,,686,,62352,,59741,58831,910,,2611,,58628,,58300,57066,1234,,328,,"     State"
"     Local, total",151592,,151592,150018,1574,,"-",,113890,,113890,112539,1351,,"-",,12528,,12528,12500,28,,"-",,25174,,25174,24979,195,,"-",,"     Local, total"
"        Counties",39657,,39657,39217,440,,"-",,9090,,9090,8872,218,,"-",,5393,,5393,5366,27,,"-",,25174,,25174,24979,195,,"-",,"        Counties"
"        Municipalities",111935,,111935,110801,1134,,"-",,104800,,104800,103667,1133,,"-",,7135,,7135,7134,1,,"-",,"-",,"-","-","-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Jersey",3731148,,3731148,3623532,107616,,"-",,1765305,,1765305,1710285,55020,,"-",,858267,,858267,841469,16798,,"-",,1107576,,1107576,1071778,35798,,"-",,"New Jersey"
"     State",1509014,,1318900,1277030,41870,,190114,,295862,,249879,238182,11697,,45983,,387770,,345385,339850,5535,,42385,,825382,,723636,698998,24638,,101746,,"     State"
"     Local, total",2412248,,2412248,2346502,65746,,"-",,1515426,,1515426,1472103,43323,,"-",,512882,,512882,501619,11263,,"-",,383940,,383940,372780,11160,,"-",,"     Local, total"
"        Counties",890102,,889661,865980,23681,,441,,112975,,112534,110500,2034,,441,,395076,,395076,384589,10487,,"-",,382051,,382051,370891,11160,,"-",,"        Counties"
"        Municipalities",1522587,,1522587,1480522,42065,,"-",,1402892,,1402892,1361603,41289,,"-",,117806,,117806,117030,776,,"-",,1889,,1889,1889,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Mexico",587885,,587885,558025,29860,,"-",,253994,,253994,246223,7771,,"-",,117049,,117049,110268,6781,,"-",,216842,,216842,201534,15308,,"-",,"New Mexico"
"     State",309892,,308431,300236,8195,,1461,,49400,,48972,47606,1366,,428,,99478,,99478,96215,3263,,"-",,161014,,159981,156415,3566,,1033,,"     State"
"     Local, total",279474,,279454,257789,21665,,20,,205022,,205022,198617,6405,,"-",,17591,,17571,14053,3518,,20,,56861,,56861,45119,11742,,"-",,"     Local, total"
"        Counties",105365,,96507,80618,15889,,8858,,55283,,55283,53828,1455,,"-",,7862,,7842,4487,3355,,20,,42220,,33382,22303,11079,,8838,,"        Counties"
"        Municipalities",183224,,182947,177171,5776,,277,,149739,,149739,144789,4950,,"-",,9729,,9729,9566,163,,"-",,23756,,23479,22816,663,,277,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",10041919,,10041919,9361684,680235,,"-",,4312526,,4312526,4067456,245070,,"-",,1922326,,1922326,1874741,47585,,"-",,3807067,,3807067,3419487,387580,,"-",,"New York"
"     State",3906176,,3514174,3215209,298965,,392002,,347555,,337207,318511,18696,,10348,,1285734,,1148409,1105084,43325,,137325,,2272887,,2028558,1791614,236944,,244329,,"     State"
"     Local, total",6632743,,6527745,6146475,381270,,104998,,3975319,,3975319,3748945,226374,,"-",,799490,,773917,769657,4260,,25573,,1857934,,1778509,1627873,150636,,79425,,"     Local, total"
"        Counties",1879084,,1827329,1774275,53054,,51755,,920112,,920112,881722,38390,,"-",,252305,,226800,225472,1328,,25505,,706667,,680417,667081,13336,,26250,,"        Counties"
"        Municipalities",4753659,,4700416,4372200,328216,,53243,,3055207,,3055207,2867223,187984,,"-",,547185,,547117,544185,2932,,68,,1151267,,1098092,960792,137300,,53175,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Carolina",2308154,,2308154,1961030,347124,,"-",,917997,,917997,819500,98497,,"-",,372752,,372752,336144,36608,,"-",,1017405,,1017405,805386,212019,,"-",,"North Carolina"
"     State",1332949,,1311083,1142234,168849,,21866,,193459,,193349,170429,22920,,110,,319858,,315937,301771,14166,,3921,,819632,,801797,670034,131763,,17835,,"     State"
"     Local, total",997071,,997071,818796,178275,,"-",,724648,,724648,649071,75577,,"-",,56815,,56815,34373,22442,,"-",,215608,,215608,135352,80256,,"-",,"     Local, total"
"        Counties",524258,,523623,392253,131370,,635,,258601,,258601,229485,29116,,"-",,49414,,49414,27416,21998,,"-",,216243,,215608,135352,80256,,635,,"        Counties"
"        Municipalities",474223,,473448,426543,46905,,775,,466822,,466047,419586,46461,,775,,7401,,7401,6957,444,,"-",,"-",,"-","-","-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Dakota",110912,,110912,106784,4128,,"-",,50282,,50282,48749,1533,,"-",,36048,,36048,34929,1119,,"-",,24582,,24582,23106,1476,,"-",,"North Dakota"
"     State",47622,,45654,43809,1845,,1968,,6636,,6636,6373,263,,"-",,22881,,21371,20338,1033,,1510,,18105,,17647,17098,549,,458,,"     State"
"     Local, total",65258,,65258,62975,2283,,"-",,43646,,43646,42376,1270,,"-",,14677,,14677,14591,86,,"-",,6935,,6935,6008,927,,"-",,"     Local, total"
"        Counties",33433,,33421,32063,1358,,12,,13890,,13890,13538,352,,"-",,12825,,12825,12746,79,,"-",,6718,,6706,5779,927,,12,,"        Counties"
"        Municipalities",31947,,31837,30912,925,,110,,29866,,29756,28838,918,,110,,1852,,1852,1845,7,,"-",,229,,229,229,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ohio",3721293,,3721293,3388807,332486,,"-",,1593981,,1593981,1510571,83410,,"-",,804080,,804080,776267,27813,,"-",,1323232,,1323232,1101969,221263,,"-",,"Ohio"
"     State",1403496,,1292654,1111651,181003,,110842,,189488,,178102,151057,27045,,11386,,162225,,141275,135908,5367,,20950,,1051783,,973277,824686,148591,,78506,,"     State"
"     Local, total",2429009,,2428639,2277156,151483,,370,,1415879,,1415879,1359514,56365,,"-",,663175,,662805,640359,22446,,370,,349955,,349955,277283,72672,,"-",,"     Local, total"
"        Counties",1109387,,1094317,997861,96456,,15070,,271408,,268184,254372,13812,,3224,,494058,,491918,481697,10221,,2140,,343921,,334215,261792,72423,,9706,,"        Counties"
"        Municipalities",1350621,,1334322,1279295,55027,,16299,,1148691,,1147695,1105142,42553,,996,,172302,,170887,158662,12225,,1415,,29628,,15740,15491,249,,13888,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oklahoma",780477,,780477,739330,41147,,"-",,373681,,373681,345363,28318,,"-",,145892,,145892,144837,1055,,"-",,260904,,260904,249130,11774,,"-",,"Oklahoma"
"     State",403510,,386181,369010,17171,,17329,,47745,,47727,43071,4656,,18,,108851,,96063,95274,789,,12788,,246914,,242391,230665,11726,,4523,,"     State"
"     Local, total",394762,,394296,370320,23976,,466,,325954,,325954,302292,23662,,"-",,50295,,49829,49563,266,,466,,18513,,18513,18465,48,,"-",,"     Local, total"
"        Counties",77221,,76755,75730,1025,,466,,33827,,33827,32899,928,,"-",,24940,,24474,24425,49,,466,,18454,,18454,18406,48,,"-",,"        Counties"
"        Municipalities",317563,,317541,294590,22951,,22,,292149,,292127,269393,22734,,22,,25355,,25355,25138,217,,"-",,59,,59,59,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oregon",1046709,,1046709,1020358,26351,,"-",,467687,,467687,454601,13086,,"-",,238700,,238700,230952,7748,,"-",,340322,,340322,334805,5517,,"-",,"Oregon"
"     State",552921,,432827,420529,12298,,120094,,114663,,89706,86944,2762,,24957,,157293,,157293,150827,6466,,"-",,280965,,185828,182758,3070,,95137,,"     State"
"     Local, total",614693,,613882,599829,14053,,811,,378381,,377981,367657,10324,,400,,81811,,81407,80125,1282,,404,,154501,,154494,152047,2447,,7,,"     Local, total"
"        Counties",338231,,337145,329171,7974,,1086,,119754,,119360,114813,4547,,394,,64984,,64592,63612,980,,392,,153493,,153193,150746,2447,,300,,"        Counties"
"        Municipalities",278307,,276737,270658,6079,,1570,,260009,,258621,252844,5777,,1388,,16869,,16815,16513,302,,54,,1429,,1301,1301,"-",,128,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pennsylvania",3670610,,3670610,3472203,198407,,"-",,1392650,,1392650,1353608,39042,,"-",,795188,,795188,781391,13797,,"-",,1482772,,1482772,1337204,145568,,"-",,"Pennsylvania"
"     State",1609710,,1429650,1326388,103262,,180060,,352860,,341375,326749,14626,,11485,,302146,,213050,210192,2858,,89096,,954704,,875225,789447,85778,,79479,,"     State"
"     Local, total",2249822,,2240960,2145815,95145,,8862,,1051275,,1051275,1026859,24416,,"-",,582138,,582138,571199,10939,,"-",,616409,,607547,547757,59790,,8862,,"     Local, total"
"        Counties",857067,,848205,790152,58053,,8862,,61832,,61832,61003,829,,"-",,360989,,360989,353707,7282,,"-",,434246,,425384,375442,49942,,8862,,"        Counties"
"        Municipalities",1392755,,1392755,1355663,37092,,"-",,989443,,989443,965856,23587,,"-",,221149,,221149,217492,3657,,"-",,182163,,182163,172315,9848,,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island",355765,,355765,348629,7136,,"-",,155700,,155700,153395,2305,,"-",,85694,,85694,84663,1031,,"-",,114371,,114371,110571,3800,,"-",,"Rhode Island"
"     State",220420,,219522,214095,5427,,898,,28672,,27774,27178,596,,898,,77377,,77377,76346,1031,,"-",,114371,,114371,110571,3800,,"-",,"     State"
"     Local, total",136243,,136243,134534,1709,,"-",,127926,,127926,126217,1709,,"-",,8317,,8317,8317,"-",,"-",,"-",,"-","-","-",,"-",,"     Local, total"
"        Municipalities",136243,,136243,134534,1709,,"-",,127926,,127926,126217,1709,,"-",,8317,,8317,8317,"-",,"-",,"-",,"-","-","-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Carolina",978540,,978540,893342,85198,,"-",,404380,,404380,370052,34328,,"-",,136297,,136297,128885,7412,,"-",,437863,,437863,394405,43458,,"-",,"South Carolina"
"     State",517283,,502137,452131,50006,,15146,,121532,,115146,98827,16319,,6386,,47699,,38939,35631,3308,,8760,,348052,,348052,317673,30379,,"-",,"     State"
"     Local, total",476403,,476403,441211,35192,,"-",,289234,,289234,271225,18009,,"-",,97358,,97358,93254,4104,,"-",,89811,,89811,76732,13079,,"-",,"     Local, total"
"        Counties",315737,,312656,285036,27620,,3081,,140557,,140003,129367,10636,,554,,85968,,84705,80784,3921,,1263,,89212,,87948,74885,13063,,1264,,"        Counties"
"        Municipalities",164006,,163747,156175,7572,,259,,149231,,149231,141858,7373,,"-",,12912,,12653,12470,183,,259,,1863,,1863,1847,16,,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Dakota",161350,,161350,154296,7054,,"-",,73546,,73546,69979,3567,,"-",,34986,,34986,32496,2490,,"-",,52818,,52818,51821,997,,"-",,"South Dakota"
"     State",78272,,76731,73814,2917,,1541,,15728,,15695,13975,1720,,33,,21866,,20648,20147,501,,1218,,40678,,40388,39692,696,,290,,"     State"
"     Local, total",85844,,84619,80482,4137,,1225,,57851,,57851,56004,1847,,"-",,15563,,14338,12349,1989,,1225,,12430,,12430,12129,301,,"-",,"     Local, total"
"        Counties",45043,,43725,41075,2650,,1318,,18572,,18479,18107,372,,93,,14642,,13417,11429,1988,,1225,,11829,,11829,11539,290,,"-",,"        Counties"
"        Municipalities",41485,,40894,39407,1487,,591,,39845,,39372,37897,1475,,473,,921,,921,920,1,,"-",,719,,601,590,11,,118,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tennessee",1348565,,1348565,1302903,45662,,"-",,589396,,589396,560831,28565,,"-",,261927,,261927,255360,6567,,"-",,497242,,497242,486712,10530,,"-",,"Tennessee"
"     State",631053,,535377,521272,14105,,95676,,85476,,80422,75539,4883,,5054,,121148,,112525,109862,2663,,8623,,424429,,342430,335871,6559,,81999,,"     State"
"     Local, total",813249,,813188,781631,31557,,61,,509022,,508974,485292,23682,,48,,149415,,149402,145498,3904,,13,,154812,,154812,150841,3971,,"-",,"     Local, total"
"        Counties",362560,,362438,345713,16725,,122,,129432,,129373,120064,9309,,59,,107835,,107822,104359,3463,,13,,125293,,125243,121290,3953,,50,,"        Counties"
"        Municipalities",450750,,450750,435918,14832,,"-",,379601,,379601,365228,14373,,"-",,41580,,41580,41139,441,,"-",,29569,,29569,29551,18,,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Texas",6674245,,6674245,5807858,866387,,"-",,2357577,,2357577,2239129,118448,,"-",,1025394,,1025394,977793,47601,,"-",,3291274,,3291274,2590936,700338,,"-",,"Texas"
"     State",3132329,,2855105,2207322,647783,,277224,,239995,,239658,204879,34779,,337,,301929,,290001,285060,4941,,11928,,2590405,,2325446,1717383,608063,,264959,,"     State"
"     Local, total",3819817,,3819140,3600536,218604,,677,,2117919,,2117919,2034250,83669,,"-",,735872,,735393,692733,42660,,479,,966026,,965828,873553,92275,,198,,"     Local, total"
"        Counties",1990303,,1988545,1844944,143601,,1758,,433117,,432204,422145,10059,,913,,611469,,610822,569432,41390,,647,,945717,,945519,853367,92152,,198,,"        Counties"
"        Municipalities",1836875,,1830595,1755592,75003,,6280,,1685715,,1685715,1612105,73610,,"-",,124571,,124571,123301,1270,,"-",,26589,,20309,20186,123,,6280,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Utah",558864,,558864,521667,37197,,"-",,237814,,237814,225816,11998,,"-",,132296,,132296,122970,9326,,"-",,188754,,188754,172881,15873,,"-",,"Utah"
"     State",270573,,269383,247340,22043,,1190,,36543,,36543,33302,3241,,"-",,89704,,88514,79819,8695,,1190,,144326,,144326,134219,10107,,"-",,"     State"
"     Local, total",289562,,289481,274327,15154,,81,,201352,,201271,192514,8757,,81,,43782,,43782,43151,631,,"-",,44428,,44428,38662,5766,,"-",,"     Local, total"
"        Counties",152363,,152363,143685,8678,,"-",,73965,,73965,71402,2563,,"-",,33970,,33970,33621,349,,"-",,44428,,44428,38662,5766,,"-",,"        Counties"
"        Municipalities",140015,,137118,130642,6476,,2897,,130203,,127306,121112,6194,,2897,,9812,,9812,9530,282,,"-",,"-",,"-","-","-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vermont",135226,,135226,128020,7206,,"-",,60440,,60440,57636,2804,,"-",,33593,,33593,29901,3692,,"-",,41193,,41193,40483,710,,"-",,"Vermont"
"     State",99919,,99683,93298,6385,,236,,27078,,26842,24859,1983,,236,,31682,,31682,27990,3692,,"-",,41159,,41159,40449,710,,"-",,"     State"
"     Local, total",35543,,35543,34722,821,,"-",,33598,,33598,32777,821,,"-",,1911,,1911,1911,"-",,"-",,34,,34,34,"-",,"-",,"     Local, total"
"        Counties",3404,,3404,3403,1,,"-",,2418,,2418,2417,1,,"-",,967,,967,967,"-",,"-",,19,,19,19,"-",,"-",,"        Counties"
"        Municipalities",32405,,32139,31319,820,,266,,31424,,31180,30360,820,,244,,966,,944,944,"-",,22,,15,,15,15,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virginia",2089240,,2089240,1970772,118468,,"-",,851783,,851783,820403,31380,,"-",,346128,,346128,332586,13542,,"-",,891329,,891329,817783,73546,,"-",,"Virginia"
"     State",1329131,,925746,870497,55249,,403385,,289108,,148714,138786,9928,,140394,,261537,,180261,176408,3853,,81276,,778486,,596771,555303,41468,,181715,,"     State"
"     Local, total",1163659,,1163494,1100275,63219,,165,,703069,,703069,681617,21452,,"-",,165867,,165867,156178,9689,,"-",,294723,,294558,262480,32078,,165,,"     Local, total"
"        Counties",556421,,554820,533726,21094,,1601,,319287,,319287,309020,10267,,"-",,89251,,89251,85528,3723,,"-",,147883,,146282,139178,7104,,1601,,"        Counties"
"        Municipalities",610629,,608674,566549,42125,,1955,,383782,,383782,372597,11185,,"-",,76875,,76616,70650,5966,,259,,149972,,148276,123302,24974,,1696,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Washington",1891047,,1891047,1771224,119823,,"-",,759912,,759912,724771,35141,,"-",,417844,,417844,404717,13127,,"-",,713291,,713291,641736,71555,,"-",,"Washington"
"     State",709998,,661740,568055,93685,,48258,,156600,,113033,95551,17482,,43567,,70637,,65951,58484,7467,,4686,,482761,,482756,414020,68736,,5,,"     State"
"     Local, total",1229307,,1229307,1203169,26138,,"-",,646879,,646879,629220,17659,,"-",,351893,,351893,346233,5660,,"-",,230535,,230535,227716,2819,,"-",,"     Local, total"
"        Counties",696281,,695752,684628,11124,,529,,215788,,215304,211610,3694,,484,,278500,,278456,273633,4823,,44,,201993,,201992,199385,2607,,1,,"        Counties"
"        Municipalities",548228,,533555,518541,15014,,14673,,431575,,431575,417610,13965,,"-",,79041,,73437,72600,837,,5604,,37612,,28543,28331,212,,9069,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"West Virginia",307415,,307415,293523,13892,,"-",,123575,,123575,113634,9941,,"-",,88184,,88184,86555,1629,,"-",,95656,,95656,93334,2322,,"-",,"West Virginia"
"     State",177092,,173750,164458,9292,,3342,,37160,,37160,30710,6450,,"-",,62701,,62701,61493,1208,,"-",,77231,,73889,72255,1634,,3342,,"     State"
"     Local, total",134449,,133665,129065,4600,,784,,86415,,86415,82924,3491,,"-",,25483,,25483,25062,421,,"-",,22551,,21767,21079,688,,784,,"     Local, total"
"        Counties",70895,,70111,67571,2540,,784,,26869,,26869,25410,1459,,"-",,21741,,21741,21348,393,,"-",,22285,,21501,20813,688,,784,,"        Counties"
"        Municipalities",63554,,63554,61494,2060,,"-",,59546,,59546,57514,2032,,"-",,3742,,3742,3714,28,,"-",,266,,266,266,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wisconsin",1796975,,1796975,1639964,157011,,"-",,823822,,823822,782308,41514,,"-",,351467,,351467,345440,6027,,"-",,621686,,621686,512216,109470,,"-",,"Wisconsin"
"     State",735764,,642135,553374,88761,,93629,,55983,,54514,51158,3356,,1469,,170230,,160667,155047,5620,,9563,,509551,,426954,347169,79785,,82597,,"     State"
"     Local, total",1155114,,1154840,1086590,68250,,274,,769582,,769308,731150,38158,,274,,190800,,190800,190393,407,,"-",,194732,,194732,165047,29685,,"-",,"     Local, total"
"        Counties",568350,,566986,519096,47890,,1364,,224371,,223007,205115,17892,,1364,,149431,,149431,149118,313,,"-",,194548,,194548,164863,29685,,"-",,"        Counties"
"        Municipalities",592855,,587854,567494,20360,,5001,,551302,,546301,526035,20266,,5001,,41369,,41369,41275,94,,"-",,184,,184,184,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wyoming",154321,,154321,144736,9585,,"-",,71463,,71463,66180,5283,,"-",,39566,,39566,38439,1127,,"-",,43292,,43292,40117,3175,,"-",,"Wyoming"
"     State",65654,,63036,57801,5235,,2618,,12258,,10338,8717,1621,,1920,,23826,,23249,22379,870,,577,,29570,,29449,26705,2744,,121,,"     State"
"     Local, total",91285,,91285,86935,4350,,"-",,61125,,61125,57463,3662,,"-",,16317,,16317,16060,257,,"-",,13843,,13843,13412,431,,"-",,"     Local, total"
"        Counties",49309,,49309,47098,2211,,"-",,23751,,23751,22218,1533,,"-",,12258,,12258,12011,247,,"-",,13300,,13300,12869,431,,"-",,"        Counties"
"        Municipalities",41976,,41976,39837,2139,,"-",,37374,,37374,35245,2129,,"-",,4059,,4059,4049,10,,"-",,543,,543,543,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note:  Local government data are estimates subject to variability.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a/ For each State and the United States summary, the expenditure figures shown on the ""Local, total"" lines and the combined",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State-local total lines (opposite each State's name) exclude duplicative intergovernmental transactions.  Thus, the",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Local, total"" lines include intergovernmental payments only to the State government and the combined State-local total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"lines exclude all intergovernmental payments.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
