West Virginia - Municipalities,-,"1,264,722","138,517",11,"132,146",95.4,"6,371",4.6,0,0
Wisconsin - Total,"5,737","55,158,678","3,809,974",6.9,"1,765,401",46.3,"583,659",15.3,"1,460,914",38.3
Wisconsin - State,-,"27,564,279","1,332,364",4.8,"82,105",6.2,"270,414",20.3,"979,845",73.5
"Wisconsin - Local, total",-,"27,594,399","2,477,610",9,"1,683,296",67.9,"313,245",12.6,"481,069",19.4
Wisconsin - Counties,-,"6,347,215","1,234,249",19.4,"512,158",41.5,"246,434",20,"475,657",38.5
Wisconsin - Municipalities,-,"8,077,488","1,216,571",15.1,"1,148,815",94.4,"62,344",5.1,"5,412",0.4
Wyoming - Total,582,"9,086,402","548,997",6,"218,026",39.7,"120,790",22,"210,181",38.3
Wyoming - State,-,"4,399,459","256,687",5.8,"41,098",16,"76,229",29.7,"139,360",54.3
"Wyoming - Local, total",-,"4,686,943","292,310",6.2,"176,928",60.5,"44,561",15.2,"70,821",24.2
Wyoming - Counties,-,"1,121,316","176,321",15.7,"72,695",41.2,"34,072",19.3,"69,554",39.4
Wyoming - Municipalities,-,"887,877","115,073",13,"104,233",90.6,"10,489",9.1,351,0.3
"Notes:  Local government data are estimates subject to variability. Population figures are from the Bureau of the Census, Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019 (NST-EST2019-01), December 2019. Justice system expenditure of independent school districts (primarily for special police forces) are not available.",,,,,,,,,,
"a/ Total direct expenditures include outlays of states and all types of local governments including independent school districts and special districts , which are not displayed separately.   The ""Local, total"" lines, which include these districts, will not equal the sum of the ""Counties"" and ""Municipalities"" lines.",,,,,,,,,,
