West Virginia - Counties,-,"937,866","262,203",28,"158,427",60.4,"51,220",19.5,"52,556",20
West Virginia - Municipalities,-,"1,396,770","162,343",11.6,"155,144",95.6,"7,190",4.4,9,0
Wisconsin - Total,"5,790","62,325,384","4,052,724",6.5,"1,862,479",46,"665,128",16.4,"1,525,117",37.6
Wisconsin - State,-,"31,108,209","1,332,594",4.3,"44,780",3.4,"306,652",23,"981,162",73.6
"Wisconsin - Local, total",-,"31,217,175","2,720,130",8.7,"1,817,699",66.8,"358,476",13.2,"543,955",20
Wisconsin - Counties,-,"6,927,248","1,404,647",20.3,"583,295",41.5,"284,020",20.2,"537,332",38.3
Wisconsin - Municipalities,-,"8,474,605","1,277,043",15.1,"1,202,658",94.2,"67,767",5.3,"6,618",0.5
Wyoming - Total,579,"10,102,866","547,365",5.4,"223,419",40.8,"123,510",22.6,"200,436",36.6
Wyoming - State,-,"4,814,284","245,274",5.1,"38,874",15.8,"76,283",31.1,"130,117",53
"Wyoming - Local, total",-,"5,288,582","302,091",5.7,"184,545",61.1,"47,227",15.6,"70,319",23.3
Wyoming - Counties,-,"1,161,017","172,987",14.9,"70,264",40.6,"36,401",21,"66,322",38.3
Wyoming - Municipalities,-,"1,010,527","124,635",12.3,"113,475",91,"10,826",8.7,334,0.3
"Note: Population figures are from the Bureau of the Census, Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019 (NST-EST2019-01), December 2019. Justice system expenditure of independent school districts (primarily for special police forces) are not available.",,,,,,,,,,
"a/Total direct expenditures include outlays of states and all types of local governments, including independent school districts and special districts, which are not displayed separately. The ""Local, total"" lines, which include these districts, will not equal the sum of the ""Counties"" and ""Municipalities"" lines.",,,,,,,,,,
