,,,,,,,,,,,,,,,,,,
"Pennsylvania",521411,76433,65088,70333,13.5,36711,27593,31504,44.8,15942,14642,15335,21.8,23780,22853,23494,33.4,"Pennsylvania"
"State",151950,21737,21221,21699,14.3,6444,6337,6436,29.7,2448,2341,2457,11.3,12845,12543,12806,59.0,"State"
"Local, total",369461,54696,43867,48634,13.2,30267,21256,25068,51.5,13494,12301,12878,26.5,10935,10310,10688,22.0,"Local, total"
"Counties",69556,20709,18726,19794,28.5,2215,1879,2045,10.3,10294,9268,9795,49.5,8200,7579,7954,40.2,"Counties"
"Municipalities",89990,33987,25141,28840,32.0,28052,19377,23023,79.8,3200,3033,3083,10.7,2735,2731,2734,9.5,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Rhode Island",48700,6064,5671,5805,11.9,3076,2785,2879,49.6,1311,1247,1271,21.9,1677,1639,1655,28.5,"Rhode Island"
"State",20147,3120,3061,3088,15.7,270,270,270,8.7,1173,1152,1163,37.7,1677,1639,1655,53.6,"State"
"Local, total",28553,2944,2610,2717,9.5,2806,2515,2609,96.0,138,95,108,4.0,0,0,0,0.0,"Local, total"
"Municipalities",25687,2944,2610,2717,10.6,2806,2515,2609,96.0,138,95,108,4.0,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,
"South Carolina",213785,24926,23521,24074,11.3,11368,10437,10761,44.7,3453,3053,3237,13.4,10105,10031,10076,41.9,"South Carolina"
"State",78118,10949,10932,10942,14.3,2303,2295,2300,21.0,567,565,566,5.2,8079,8072,8076,73.8,"State"
"Local, total",135667,13977,12589,13132,9.7,9065,8142,8461,64.4,2886,2488,2671,20.3,2026,1959,2000,15.2,"Local, total"
"Counties",36588,8884,8118,8450,23.1,4365,3918,4059,48.0,2517,2257,2411,28.5,2002,1943,1980,23.4,"Counties"
"Municipalities",17291,5093,4471,4682,27.1,4700,4224,4402,94.0,369,231,260,5.6,24,16,20,0.4,"Municipalities"
,,,,,,,,,,,,,,,,,,
"South Dakota",40725,3760,3094,3353,8.2,1779,1493,1593,47.5,868,662,762,22.7,1113,939,998,29.8,"South Dakota"
"State",14135,1548,1371,1473,10.4,271,267,269,18.3,597,459,538,36.5,680,645,666,45.2,"State"
"Local, total",26590,2212,1723,1880,7.1,1508,1226,1324,70.4,271,203,224,11.9,433,294,332,17.7,"Local, total"
"Counties",3634,1172,879,957,26.3,517,411,435,45.5,234,186,202,21.1,421,282,320,33.4,"Counties"
"Municipalities",5515,1040,844,923,16.7,991,815,889,96.3,37,17,22,2.4,12,12,12,1.3,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Tennessee",272878,31048,29363,29976,11.0,14290,13206,13554,45.2,5335,4902,5090,17.0,11423,11255,11332,37.8,"Tennessee"
"State",84407,10456,10376,10407,12.3,1590,1580,1583,15.2,1828,1772,1791,17.2,7038,7024,7033,67.6,"State"
"Local, total",188471,20592,18987,19569,10.4,12700,11626,11971,61.2,3507,3130,3299,16.9,4385,4231,4299,22.0,"Local, total"
"Counties",109571,10318,9690,10017,9.1,3853,3612,3729,37.2,2650,2397,2544,25.4,3815,3681,3744,37.4,"Counties"
"Municipalities",78384,10274,9297,9552,12.2,8847,8014,8242,86.3,857,733,755,7.9,570,550,555,5.8,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Texas",1126242,144928,138810,141360,12.6,58776,55593,56789,40.2,21833,19897,20670,14.6,64319,63320,63901,45.2,"Texas"
"State",268087,51212,51082,51142,19.1,3392,3349,3368,6.6,4792,4756,4774,9.3,43028,42977,43000,84.1,"State"
"Local, total",858155,93716,87728,90218,10.5,55384,52244,53421,59.2,17041,15141,15896,17.6,21291,20343,20901,23.2,"Local, total"
"Counties",145931,49798,47432,48667,33.3,16247,15763,15991,32.9,12775,11841,12290,25.3,20776,19828,20386,41.9,"Counties"
"Municipalities",167974,43918,40296,41551,24.7,39137,36481,37430,90.1,4266,3300,3606,8.7,515,515,515,1.2,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Utah",104794,10960,9047,9872,9.4,5382,4251,4674,47.3,2137,1797,2002,20.3,3441,2999,3196,32.4,"Utah"
"State",42003,4781,4184,4453,10.6,730,689,704,15.8,1329,1178,1247,28.0,2722,2317,2502,56.2,"State"
"Local, total",62791,6179,4863,5419,8.6,4652,3562,3970,73.3,808,619,755,13.9,719,682,694,12.8,"Local, total"
"Counties",9331,2803,2377,2584,27.7,1525,1234,1374,53.2,559,461,516,20.0,719,682,694,26.9,"Counties"
"Municipalities",11846,3376,2486,2835,23.9,3127,2328,2596,91.6,249,158,239,8.4,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Vermont",33874,3104,2470,2736,8.1,1550,1103,1276,46.6,677,513,592,21.6,877,854,868,31.7,"Vermont"
"State",12630,1950,1775,1851,14.7,535,454,479,25.9,538,467,504,27.2,877,854,868,46.9,"State"
"Local, total",21244,1154,695,885,4.2,1015,649,797,90.1,139,46,88,9.9,0,0,0,0.0,"Local, total"
"Counties",173,160,64,121,69.9,64,32,50,41.3,96,32,71,58.7,0,0,0,0.0,"Counties"
"Municipalities",3773,994,631,764,20.2,951,617,747,97.8,43,14,17,2.2,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Virginia",362702,43137,39926,41255,11.4,17403,16115,16705,40.5,6345,5374,5624,13.6,19389,18437,18926,45.9,"Virginia"
"State",115767,18992,17505,17985,15.5,2590,2413,2480,13.8,3362,2632,2769,15.4,13040,12460,12736,70.8,"State"
"Local, total",246935,24145,22421,23270,9.4,14813,13702,14225,61.1,2983,2742,2855,12.3,6349,5977,6190,26.6,"Local, total"
"Counties",140545,11946,10971,11500,8.2,6676,6087,6400,55.7,1891,1716,1803,15.7,3379,3168,3297,28.7,"Counties"
"Municipalities",102088,12199,11450,11770,11.5,8137,7615,7825,66.5,1092,1026,1052,8.9,2970,2809,2893,24.6,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Washington",283163,31001,28264,29906,10.6,12852,12066,12408,41.5,6957,6206,6558,21.9,11192,9992,10940,36.6,"Washington"
"State",95535,10953,9924,10822,11.3,1811,1810,1811,16.7,1686,1519,1613,14.9,7456,6595,7398,68.4,"State"
"Local, total",187628,20048,18340,19084,10.2,11041,10256,10597,55.5,5271,4687,4945,25.9,3736,3397,3542,18.6,"Local, total"
"Counties",39546,11525,10727,11071,28.0,3699,3593,3657,33.0,4245,3871,4020,36.3,3581,3263,3394,30.7,"Counties"
"Municipalities",34123,8523,7613,8013,23.5,7342,6663,6940,86.6,1026,816,925,11.5,155,134,148,1.8,"Municipalities"
,,,,,,,,,,,,,,,,,,
"West Virginia",94247,6596,6027,6187,6.6,3487,3159,3239,52.4,1869,1700,1744,28.2,1240,1168,1204,19.5,"West Virginia"
"State",34560,2746,2707,2728,7.9,888,886,886,32.5,1059,1027,1046,38.3,799,794,796,29.2,"State"
"Local, total",59687,3850,3320,3459,5.8,2599,2273,2353,68.0,810,673,698,20.2,441,374,408,11.8,"Local, total"
"Counties",6865,1911,1780,1838,26.8,801,774,786,42.8,672,635,647,35.2,438,371,405,22.0,"Counties"
"Municipalities",10129,1939,1540,1621,16.0,1798,1499,1567,96.7,138,38,51,3.1,3,3,3,0.2,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Wisconsin",265601,31574,26244,28256,10.6,16467,13246,14201,50.3,5785,4706,5168,18.3,9322,8292,8887,31.5,"Wisconsin"
"State",64478,9754,8631,9289,14.4,902,875,887,9.5,2040,1735,1900,20.5,6812,6021,6502,70.0,"State"
"Local, total",201123,21820,17613,18967,9.4,15565,12371,13314,70.2,3745,2971,3268,17.2,2510,2271,2385,12.6,"Local, total"
"Counties",49932,9307,8272,8742,17.5,4011,3611,3783,43.3,2786,2390,2574,29.4,2510,2271,2385,27.3,"Counties"
"Municipalities",42584,12513,9341,10225,24.0,11554,8760,9531,93.2,959,581,694,6.8,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Wyoming",37937,3374,3079,3199,8.4,1722,1583,1633,51.0,837,707,759,23.7,815,789,807,25.2,"Wyoming"
"State",10863,1095,1047,1071,9.9,224,221,225,21.0,386,342,361,33.7,485,484,485,45.3,"State"
"Local, total",27074,2279,2032,2128,7.9,1498,1362,1408,66.2,451,365,398,18.7,330,305,322,15.1,"Local, total"
"Counties",5595,1263,1161,1210,21.6,629,583,601,49.7,318,284,299,24.7,316,294,310,25.6,"Counties"
"Municipalities",3710,1016,871,918,24.7,869,779,807,87.9,133,81,99,10.8,14,11,12,1.3,"Municipalities"
,,,,,,,,,,,,,,,,,,
"Notes:  Local government data are estimates subject to variability.",,,,,,,,,,,,,,,,,,
"This spreadsheet has been corrected since it was first released in the CJEE, 1995.",,,,,,,,,,,,,,,,,,
"a/ Total full-time equivalent employment includes employment of States and all types of local governments including",,,,,,,,,,,,,,,,,,
"independent school districts and special districts, which are not displayed separately.  The ""Local, total"" lines, which",,,,,,,,,,,,,,,,,,
"include these districts, will not equal the sum of the ""Counties"" and ""Municipalities"" lines.",,,,,,,,,,,,,,,,,,
"b/ Justice system employment of independent school districts and special school districts (primarily for special police)",,,,,,,,,,,,,,,,,,
"are not available.",,,,,,,,,,,,,,,,,,
