"State",135824,,22390,21823,22199,16.3,,2443,2429,2439,11.0,,2826,2372,2675,12.1,,17121,17022,17085,77.0,"State"
"Local, total",427021,,56992,49704,52093,12.2,,31449,26631,28158,54.1,,17251,15323,15929,30.6,,8292,7750,8006,15.4,"Local, total"
"Counties",94397,,26689,25128,25814,27.3,,6804,6429,6606,25.6,,12399,11651,11960,46.3,,7486,7048,7248,28.1,"Counties"
"Municipalities",88142,,30303,24576,26279,29.8,,24645,20202,21552,82.0,,4852,3672,3969,15.1,,806,702,758,2.9,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Oklahoma",204139,,26086,24508,25045,12.3,,10848,9957,10297,41.1,,3873,3473,3538,14.1,,11365,11078,11210,44.8,"Oklahoma"
"State",71325,,14847,14560,14692,20.6,,1729,1705,1714,11.7,,2317,2232,2248,15.3,,10801,10623,10730,73.0,"State"
"Local, total",132814,,11239,9948,10353,7.8,,9119,8252,8583,82.9,,1556,1241,1290,12.5,,564,455,480,4.6,"Local, total"
"Counties",15228,,3544,3077,3235,21.2,,2216,1898,2019,62.4,,807,767,780,24.1,,521,412,436,13.5,"Counties"
"Municipalities",31535,,7695,6871,7118,22.6,,6903,6354,6564,92.2,,749,474,510,7.2,,43,43,44,0.6,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Oregon",175376,,20235,18269,19344,11.0,,8153,7605,7854,40.6,,4342,3809,4181,21.6,,7740,6855,7309,37.8,"Oregon"
"State",55605,,8274,7608,8109,14.6,,1458,1337,1394,17.2,,2701,2433,2695,33.2,,4115,3838,4020,49.6,"State"
"Local, total",119771,,11961,10661,11235,9.4,,6695,6268,6460,57.5,,1641,1376,1486,13.2,,3625,3017,3289,29.3,"Local, total"
"Counties",18755,,7056,6166,6570,35.0,,2174,2033,2088,31.8,,1259,1117,1195,18.2,,3623,3016,3287,50.0,"Counties"
"Municipalities",18665,,4905,4495,4665,25.0,,4521,4235,4372,93.7,,382,259,291,6.2,,2,1,2,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Pennsylvania",527324,,77873,67247,71852,13.6,,35274,27213,30434,42.4,,17145,15701,16362,22.8,,25454,24333,25056,34.9,"Pennsylvania"
"State",149185,,22013,21515,22000,14.7,,5391,5274,5391,24.5,,2431,2338,2445,11.1,,14191,13903,14164,64.4,"State"
"Local, total",378139,,55860,45732,49852,13.2,,29883,21939,25043,50.2,,14714,13363,13917,27.9,,11263,10430,10892,21.8,"Local, total"
"Counties",56240,,22489,20130,21312,37.9,,2521,2009,2224,10.4,,11134,10093,10612,49.8,,8834,8028,8476,39.8,"Counties"
"Municipalities",72030,,33371,25602,28540,39.6,,27362,19930,22819,80.0,,3580,3270,3305,11.6,,2429,2402,2416,8.5,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island",49894,,5972,5647,5760,11.5,,3037,2785,2877,49.9,,1216,1143,1164,20.2,,1719,1719,1719,29.8,"Rhode Island"
"State",20232,,3100,3066,3073,15.2,,280,279,279,9.1,,1101,1068,1075,35.0,,1719,1719,1719,55.9,"State"
"Local, total",29662,,2872,2581,2687,9.1,,2757,2506,2598,96.7,,115,75,89,3.3,,0,0,0,0.0,"Local, total"
"Municipalities",27395,,2872,2581,2687,9.8,,2757,2506,2598,96.7,,115,75,89,3.3,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"South Carolina",236300,,27591,26313,26897,11.4,,12585,11826,12141,45.1,,3797,3318,3564,13.3,,11209,11169,11192,41.6,"South Carolina"
"State",80022,,12400,12376,12385,15.5,,2757,2742,2747,22.2,,670,666,668,5.4,,8973,8968,8970,72.4,"State"
"Local, total",156278,,15191,13937,14512,9.3,,9828,9084,9394,64.7,,3127,2652,2896,20.0,,2236,2201,2222,15.3,"Local, total"
"Counties",32934,,9718,8876,9270,28.1,,4807,4348,4507,48.6,,2710,2361,2576,27.8,,2201,2167,2187,23.6,"Counties"
"Municipalities",17717,,5473,5061,5242,29.6,,5021,4736,4887,93.2,,417,291,320,6.1,,35,34,35,0.7,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"South Dakota",40253,,4217,3665,3865,9.6,,1946,1695,1788,46.3,,862,700,748,19.4,,1409,1270,1329,34.4,"South Dakota"
"State",13056,,1717,1587,1643,12.6,,277,270,273,16.6,,568,474,511,31.1,,872,843,859,52.3,"State"
"Local, total",27197,,2500,2078,2222,8.2,,1669,1425,1515,68.2,,294,226,237,10.7,,537,427,470,21.2,"Local, total"
"Counties",4113,,1451,1196,1292,31.4,,685,573,619,47.9,,256,208,217,16.8,,510,415,456,35.3,"Counties"
"Municipalities",5324,,1049,882,930,17.5,,984,852,896,96.3,,38,18,20,2.2,,27,12,14,1.5,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Tennessee",284964,,33362,31738,32362,11.4,,16683,15874,16160,49.9,,5847,5262,5492,17.0,,10832,10602,10710,33.1,"Tennessee"
"State",80727,,9739,9665,9691,12.0,,1763,1757,1760,18.2,,1900,1847,1865,19.2,,6076,6061,6066,62.6,"State"
"Local, total",204237,,23623,22073,22671,11.1,,14920,14117,14400,63.5,,3947,3415,3627,16.0,,4756,4541,4644,20.5,"Local, total"
"Counties",116807,,11028,10382,10705,9.2,,4323,4147,4227,39.5,,2539,2270,2414,22.6,,4166,3965,4064,38.0,"Counties"
"Municipalities",79483,,12595,11691,11966,15.1,,10597,9970,10173,85.0,,1408,1145,1213,10.1,,590,576,580,4.8,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Texas",1135828,,150848,144708,146828,12.9,,59393,56133,57119,38.9,,22581,20943,21540,14.7,,68874,67632,68169,46.4,"Texas"
"State",268005,,54662,54471,54513,20.3,,3601,3561,3579,6.6,,4840,4751,4768,8.7,,46221,46159,46166,84.7,"State"
"Local, total",867823,,96186,90237,92315,10.6,,55792,52572,53540,58.0,,17741,16192,16772,18.2,,22653,21473,22003,23.8,"Local, total"
"Counties",107026,,50942,48318,49581,46.3,,14913,14391,14643,29.5,,13634,12712,13193,26.6,,22395,21215,21745,43.9,"Counties"
"Municipalities",153736,,45244,41919,42734,27.8,,40879,38181,38897,91.0,,4107,3480,3579,8.4,,258,258,258,0.6,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Utah",113308,,12546,10567,11418,10.1,,5836,4767,5225,45.8,,2657,2202,2401,21.0,,4053,3598,3792,33.2,"Utah"
"State",46485,,5454,4824,5113,11.0,,747,705,724,14.2,,1651,1456,1556,30.4,,3056,2663,2833,55.4,"State"
"Local, total",66823,,7092,5743,6305,9.4,,5089,4062,4501,71.4,,1006,746,845,13.4,,997,935,959,15.2,"Local, total"
"Counties",9320,,3336,2894,3103,33.3,,1685,1416,1536,49.5,,654,543,608,19.6,,997,935,959,30.9,"Counties"
"Municipalities",11895,,3756,2849,3202,26.9,,3404,2646,2965,92.6,,352,203,237,7.4,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Vermont",31262,,2960,2567,2755,8.8,,1425,1150,1266,46.0,,627,535,587,21.3,,908,882,902,32.7,"Vermont"
"State",12530,,1999,1841,1929,15.4,,505,443,469,24.3,,586,516,558,28.9,,908,882,902,46.8,"State"
"Local, total",18732,,961,726,826,4.4,,920,707,797,96.5,,41,19,29,3.5,,0,0,0,0.0,"Local, total"
"Counties",165,,52,30,39,23.6,,21,19,19,48.7,,31,11,20,51.3,,0,0,0,0.0,"Counties"
"Municipalities",3905,,909,696,787,20.2,,899,688,778,98.9,,10,8,9,1.1,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Virginia",367096,,46326,43128,44688,12.2,,18254,17082,17644,39.5,,7159,6246,6627,14.8,,20913,19800,20417,45.7,"Virginia"
"State",110675,,20030,18849,19363,17.5,,2590,2445,2504,12.9,,3559,3027,3219,16.6,,13881,13377,13640,70.4,"State"
"Local, total",256421,,26296,24279,25325,9.9,,15664,14637,15140,59.8,,3600,3219,3408,13.5,,7032,6423,6777,26.8,"Local, total"
"Counties",143562,,12766,11571,12188,8.5,,6984,6333,6668,54.7,,2261,1986,2143,17.6,,3521,3252,3377,27.7,"Counties"
"Municipalities",103600,,13530,12708,13137,12.7,,8680,8304,8472,64.5,,1339,1233,1265,9.6,,3511,3171,3400,25.9,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Washington",294762,,33861,31784,32516,11.0,,13445,12938,13123,40.4,,7920,7000,7301,22.5,,12496,11846,12092,37.2,"Washington"
"State",106432,,11882,11446,11613,10.9,,2133,2132,2132,18.4,,1782,1609,1665,14.3,,7967,7705,7816,67.3,"State"
"Local, total",188330,,21979,20338,20903,11.1,,11312,10806,10991,52.6,,6138,5391,5636,27.0,,4529,4141,4276,20.5,"Local, total"
"Counties",35428,,13160,12166,12511,35.3,,3839,3690,3753,30.0,,4957,4488,4638,37.1,,4364,3988,4120,32.9,"Counties"
"Municipalities",36315,,8819,8172,8392,23.1,,7473,7116,7238,86.2,,1181,903,998,11.9,,165,153,156,1.9,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"West Virginia",93562,,7250,6676,6925,7.4,,3761,3449,3615,52.2,,2083,1870,1935,27.9,,1406,1357,1375,19.9,"West Virginia"
"State",32004,,3052,2996,3024,9.4,,959,944,951,31.4,,1127,1093,1112,36.8,,966,959,961,31.8,"State"
"Local, total",61558,,4198,3680,3901,6.3,,2802,2505,2664,68.3,,956,777,823,21.1,,440,398,414,10.6,"Local, total"
"Counties",7100,,2113,1958,2029,28.6,,873,837,856,42.2,,800,723,759,37.4,,440,398,414,20.4,"Counties"
"Municipalities",10317,,2085,1722,1872,18.1,,1929,1668,1808,96.6,,156,54,64,3.4,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Wisconsin",276109,,35756,30408,32248,11.7,,18579,15694,16442,51.0,,6350,4979,5471,17.0,,10827,9735,10335,32.0,"Wisconsin"
"State",64703,,10601,9450,10099,15.6,,852,826,836,8.3,,2090,1759,1951,19.3,,7659,6865,7312,72.4,"State"
"Local, total",211406,,25155,20958,22149,10.5,,17727,14868,15606,70.5,,4260,3220,3520,15.9,,3168,2870,3023,13.6,"Local, total"
"Counties",43405,,10645,9490,9978,23.0,,4221,3796,3938,39.5,,3256,2824,3017,30.2,,3168,2870,3023,30.3,"Counties"
"Municipalities",45234,,14510,11468,12171,26.9,,13506,11072,11668,95.9,,1004,396,503,4.1,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Wyoming",38508,,3557,3261,3359,8.7,,1701,1574,1620,48.2,,821,667,713,21.2,,1035,1020,1026,30.5,"Wyoming"
"State",11085,,1317,1276,1296,11.7,,189,189,189,14.6,,400,364,381,29.4,,728,723,726,56.0,"State"
"Local, total",27423,,2240,1985,2063,7.5,,1512,1385,1431,69.4,,421,303,332,16.1,,307,297,300,14.5,"Local, total"
"Counties",4924,,1174,1088,1119,22.7,,586,553,566,50.6,,281,238,253,22.6,,307,297,300,26.8,"Counties"
"Municipalities",3517,,1066,897,944,26.8,,926,832,865,91.6,,140,65,79,8.4,,0,0,0,0.0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,
"Notes:  Local government data are estimates subject to variability.",,,,,,,,,,,,,,,,,,,,,,
"a/ Total full-time equivalent employment includes employment of States and all types of local governments including",,,,,,,,,,,,,,,,,,,,,,
"independent school districts and special districts, which are not displayed separately.  The ""Local, total"" lines, which",,,,,,,,,,,,,,,,,,,,,,
"include these districts, will not equal the sum of the ""Counties"" and ""Municipalities"" lines.",,,,,,,,,,,,,,,,,,,,,,
"b/ Justice system employment of independent school districts and special school districts (primarily for special police)",,,,,,,,,,,,,,,,,,,,,,
"are not available.",,,,,,,,,,,,,,,,,,,,,,
