"Local, total",7552752,7452010,7202600,249410,100742,,4751693,4751693,4604811,146882,0,,789036,768974,761507,7467,20062,,2012023,1931343,1836282,95061,80680,"Local, total"
"Counties",2183703,2136556,2065111,71445,47147,,1098391,1098391,1042512,55879,0,,286963,266921,261894,5027,20042,,798349,771244,760705,10539,27105,"Counties"
"Municipalities",5369049,5315454,5137489,177965,53595,,3653302,3653302,3562299,91003,0,,502073,502053,499613,2440,20,,1213674,1160099,1075577,84522,53575,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"North Carolina",2699877,2699877,2466756,233121,"-",,1125051,1125051,1019954,105097,"-",,433990,433990,391203,42787,"-",,1140836,1140836,1055599,85237,"-","North Carolina"
"State",1583203,1544187,1432182,112005,39016,,255059,245771,205839,39932,9288,,347627,346628,339584,7044,999,,980517,951788,886759,65029,28729,"State"
"Local, total",1155690,1155690,1034574,121116,0,,879280,879280,814115,65165,0,,87362,87362,51619,35743,0,,189048,189048,168840,20208,0,"Local, total"
"Counties",561904,561216,482614,78602,688,,293994,293994,271130,22864,0,,78174,78174,42644,35530,0,,189736,189048,168840,20208,688,"Counties"
"Municipalities",594474,594474,551960,42514,0,,585286,585286,542985,42301,0,,9188,9188,8975,213,0,,0,0,0,0,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"North Dakota",141377,141377,130200,11177,"-",,61826,61826,60560,1266,"-",,38461,38461,37836,625,"-",,41090,41090,31804,9286,"-","North Dakota"
"State",69623,67338,57611,9727,2285,,10772,10772,10579,193,0,,27249,25513,24969,544,1736,,31602,31053,22063,8990,549,"State"
"Local, total",74039,74039,72589,1450,0,,51054,51054,49981,1073,0,,12948,12948,12867,81,0,,10037,10037,9741,296,0,"Local, total"
"Counties",40185,40161,39266,895,24,,19198,19198,18664,534,0,,11102,11102,11037,65,0,,9885,9861,9565,296,24,"Counties"
"Municipalities",34012,33878,33323,555,134,,31990,31856,31317,539,134,,1846,1846,1830,16,0,,176,176,176,0,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"Ohio",4502318,4502318,4157679,344639,"-",,1926244,1926244,1841277,84967,"-",,935511,935511,905803,29708,"-",,1640563,1640563,1410599,229964,"-","Ohio"
"State",1786710,1613588,1438234,175354,173122,,207888,192213,168098,24115,15675,,209365,171739,165236,6503,37626,,1369457,1249636,1104900,144736,119821,"State"
"Local, total",2889118,2888730,2719445,169285,388,,1734031,1734031,1673179,60852,0,,764112,763772,740567,23205,340,,390975,390927,305699,85228,48,"Local, total"
"Counties",1322574,1310165,1197473,112692,12409,,382252,377885,361888,15997,4367,,567800,565576,553742,11834,2224,,372522,366704,281843,84861,5818,"Counties"
"Municipalities",1596375,1578565,1521972,56593,17810,,1357296,1356146,1311291,44855,1150,,200471,198196,186825,11371,2275,,38608,24223,23856,367,14385,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"Oklahoma",1006585,1006585,911465,95120,"-",,395509,395509,365003,30506,"-",,158952,158952,156867,2085,"-",,452124,452124,389595,62529,"-","Oklahoma"
"State",581777,536277,498470,37807,45500,,27361,27349,22596,4753,12,,138420,117639,116401,1238,20781,,415996,391289,359473,31816,24707,"State"
"Local, total",470735,470308,412995,57313,427,,368160,368160,342407,25753,0,,41740,41313,40466,847,427,,60835,60835,30122,30713,0,"Local, total"
"Counties",122176,121749,89672,32077,427,,43355,43355,42302,1053,0,,18179,17752,17439,313,427,,60642,60642,29931,30711,0,"Counties"
"Municipalities",348559,348559,323323,25236,0,,324805,324805,300105,24700,0,,23561,23561,23027,534,0,,193,193,191,2,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"Oregon",1511215,1511215,1273367,237848,"-",,587212,587212,556232,30980,"-",,247751,247751,245904,1847,"-",,676252,676252,471231,205021,"-","Oregon"
"State",760794,646644,506261,140383,114150,,138279,106856,100118,6738,31423,,150284,150284,149878,406,0,,472231,389504,256265,133239,82727,"State"
"Local, total",864571,864571,767106,97465,0,,480356,480356,456114,24242,0,,97467,97467,96026,1441,0,,286748,286748,214966,71782,0,"Local, total"
"Counties",546796,546700,457196,89504,96,,181756,181756,165344,16412,0,,79316,79316,78006,1310,0,,285724,285628,213846,71782,96,"Counties"
"Municipalities",317997,317871,309910,7961,126,,298600,298600,290770,7830,0,,18151,18151,18020,131,0,,1246,1120,1120,0,126,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"Pennsylvania",4808599,4808599,4558405,250194,"-",,1972573,1972573,1900920,71653,"-",,937580,937580,927955,9625,"-",,1898446,1898446,1729530,168916,"-","Pennsylvania"
"State",2268269,2154646,1990091,164555,113623,,703188,692047,676997,15050,11141,,335587,278959,277272,1687,56628,,1229494,1183640,1035822,147818,45854,"State"
"Local, total",2668434,2653953,2568314,85639,14481,,1280526,1280526,1223923,56603,0,,658621,658621,650683,7938,0,,729287,714806,693708,21098,14481,"Local, total"
"Counties",1008821,994340,967809,26531,14481,,91007,91007,80689,10318,0,,419185,419185,415380,3805,0,,498629,484148,471740,12408,14481,"Counties"
"Municipalities",1659613,1659613,1600505,59108,0,,1189519,1189519,1143234,46285,0,,239436,239436,235303,4133,0,,230658,230658,221968,8690,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island",393320,393320,379023,14297,"-",,173340,173340,166893,6447,"-",,93402,93402,88978,4424,"-",,126578,126578,123152,3426,"-","Rhode Island"
"State",237613,237113,227479,9634,500,,25495,24995,22987,2008,500,,85540,85540,81340,4200,0,,126578,126578,123152,3426,0,"State"
"Local, total",156207,156207,151544,4663,0,,148345,148345,143906,4439,0,,7862,7862,7638,224,0,,0,0,0,0,0,"Local, total"
"Municipalities",156207,156207,151544,4663,0,,148345,148345,143906,4439,0,,7862,7862,7638,224,0,,0,0,0,0,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"South Carolina",1252265,1252265,1158253,94012,"-",,537615,537615,497640,39975,"-",,166539,166539,162415,4124,"-",,548111,548111,498198,49913,"-","South Carolina"
"State",659228,637329,599128,38201,21899,,170145,159241,146572,12669,10904,,66323,55328,53061,2267,10995,,422760,422760,399495,23265,0,"State"
"Local, total",614936,614936,559125,55811,0,,378374,378374,351068,27306,0,,111211,111211,109354,1857,0,,125351,125351,98703,26648,0,"Local, total"
"Counties",399630,396479,358971,37508,3151,,180773,180671,166896,13775,102,,98533,96704,94956,1748,1829,,120324,119104,97119,21985,1220,"Counties"
"Municipalities",218705,218457,200154,18303,248,,197703,197703,184172,13531,0,,14755,14507,14398,109,248,,6247,6247,1584,4663,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"South Dakota",190841,190841,184643,6198,"-",,81478,81478,79040,2438,"-",,35144,35144,33802,1342,"-",,74219,74219,71801,2418,"-","South Dakota"
"State",94414,93631,90017,3614,783,,17140,17003,16004,999,137,,19763,19233,18568,665,530,,57511,57395,55445,1950,116,"State"
"Local, total",97220,97210,94626,2584,10,,64475,64475,63036,1439,0,,15921,15911,15234,677,10,,16824,16824,16356,468,0,"Local, total"
"Counties",52320,52225,50706,1519,95,,21283,21283,20823,460,0,,14796,14786,14117,669,10,,16241,16156,15766,390,85,"Counties"
"Municipalities",45493,44985,43920,1065,508,,43557,43192,42213,979,365,,1125,1125,1117,8,0,,811,668,590,78,143,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"Tennessee",1761671,1761671,1603775,157896,"-",,807975,807975,723570,84405,"-",,358446,358446,338534,19912,"-",,595250,595250,541671,53579,"-","Tennessee"
"State",710493,619451,576160,43291,91042,,103110,97332,93014,4318,5778,,165979,162139,156861,5278,3840,,441404,359980,326285,33695,81424,"State"
"Local, total",1142220,1142220,1027615,114605,0,,710643,710643,630556,80087,0,,196307,196307,181673,14634,0,,235270,235270,215386,19884,0,"Local, total"
"Counties",533564,533498,467878,65620,66,,197885,197872,163960,33912,13,,141223,141223,129399,11824,0,,194456,194403,174519,19884,53,"Counties"
"Municipalities",608868,608722,559737,48985,146,,512771,512771,466596,46175,0,,55084,55084,52274,2810,0,,41013,40867,40867,0,146,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"Texas",7676657,7676657,7140603,536054,"-",,2919722,2919722,2767580,152142,"-",,1178392,1178392,1154220,24172,"-",,3578543,3578543,3218803,359740,"-","Texas"
"State",3271967,3164143,2877287,286856,107824,,291058,285056,256266,28790,6002,,382600,367373,355996,11377,15227,,2598309,2511714,2265025,246689,86595,"State"
"Local, total",4512843,4512514,4263316,249198,329,,2634666,2634666,2511314,123352,0,,811019,811019,798224,12795,0,,1067158,1066829,953778,113051,329,"Local, total"
"Counties",2270101,2268916,2128963,139953,1185,,574514,573658,549197,24461,856,,654092,654092,644161,9931,0,,1041495,1041166,935605,105561,329,"Counties"
"Municipalities",2249628,2243598,2134353,109245,6030,,2061083,2061008,1962117,98891,75,,157140,156927,154063,2864,213,,31405,25663,18173,7490,5742,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"Utah",781574,781574,705721,75853,"-",,330892,330892,312810,18082,"-",,164511,164511,157940,6571,"-",,286171,286171,234971,51200,"-","Utah"
"State",355289,354295,346119,8176,994,,61277,61277,57615,3662,0,,106344,105350,102403,2947,994,,187668,187668,186101,1567,0,"State"
"Local, total",427333,427279,359602,67677,54,,269669,269615,255195,14420,54,,59161,59161,55537,3624,0,,98503,98503,48870,49633,0,"Local, total"
"Counties",246717,246717,187806,58911,0,,102805,102805,96597,6208,0,,45409,45409,42339,3070,0,,98503,98503,48870,49633,0,"Counties"
"Municipalities",185350,180562,171796,8766,4788,,171598,166810,158598,8212,4788,,13752,13752,13198,554,0,,0,0,0,0,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"Vermont",142964,142964,137451,5513,"-",,70129,70129,66378,3751,"-",,33677,33677,33006,671,"-",,39158,39158,38067,1091,"-","Vermont"
"State",102469,101692,97449,4243,777,,32053,31276,28791,2485,777,,31317,31317,30650,667,0,,39099,39099,38008,1091,0,"State"
"Local, total",41272,41272,40002,1270,0,,38853,38853,37587,1266,0,,2360,2360,2356,4,0,,59,59,59,0,0,"Local, total"
"Counties",2202,2202,2199,3,0,,1025,1025,1025,0,0,,1125,1125,1122,3,0,,52,52,52,0,0,"Counties"
"Municipalities",39556,39070,37803,1267,486,,38114,37828,36562,1266,286,,1286,1235,1234,1,51,,156,7,7,0,149,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"Virginia",2514865,2514865,2393039,121826,"-",,1049091,1049091,986705,62386,"-",,425961,425961,406932,19029,"-",,1039813,1039813,999402,40411,"-","Virginia"
"State",1588306,1085767,1044059,41708,502539,,348330,174356,157986,16370,173974,,306898,201434,198037,3397,105464,,933078,709977,688036,21941,223101,"State"
"Local, total",1429258,1429098,1348980,80118,160,,874735,874735,828719,46016,0,,224527,224527,208895,15632,0,,329996,329836,311366,18470,160,"Local, total"
"Counties",741802,736543,701912,34631,5259,,440415,440415,412923,27492,0,,127268,127268,124188,3080,0,,174119,168860,164801,4059,5259,"Counties"
"Municipalities",696031,692555,647068,45487,3476,,434430,434320,415796,18524,110,,97630,97259,84707,12552,371,,163971,160976,146565,14411,2995,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"Washington",2288192,2288192,2122118,166074,"-",,899403,899403,853946,45457,"-",,497168,497168,467623,29545,"-",,891621,891621,800549,91072,"-","Washington"
"State",848057,770093,693867,76226,77964,,215955,139342,119271,20071,76613,,67138,65787,62506,3281,1351,,564964,564964,512090,52874,0,"State"
"Local, total",1518099,1518099,1428251,89848,0,,760061,760061,734675,25386,0,,431381,431381,405117,26264,0,,326657,326657,288459,38198,0,"Local, total"
"Counties",876701,876608,810935,65673,93,,245119,245043,238597,6446,76,,340666,340666,318789,21877,0,,290916,290899,253549,37350,17,"Counties"
"Municipalities",660983,641491,617316,24175,19492,,515522,515018,496078,18940,504,,96865,90715,86328,4387,6150,,48596,35758,34910,848,12838,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"West Virginia",390683,390683,349677,41006,"-",,144137,144137,134115,10022,"-",,100828,100828,98417,2411,"-",,145718,145718,117145,28573,"-","West Virginia"
"State",233246,233246,196365,36881,0,,43660,43660,36983,6677,0,,69573,69573,67566,2007,0,,120013,120013,91816,28197,0,"State"
"Local, total",159407,157437,153312,4125,1970,,100477,100477,97132,3345,0,,31255,31255,30851,404,0,,27675,25705,25329,376,1970,"Local, total"
"Counties",87165,84907,82552,2355,2258,,33610,33610,32026,1584,0,,25868,25868,25473,395,0,,27687,25429,25053,376,2258,"Counties"
"Municipalities",74530,72530,70760,1770,2000,,68867,66867,65106,1761,2000,,5387,5387,5378,9,0,,276,276,276,0,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"Wisconsin",2166142,2166142,2028664,137478,"-",,959773,959773,915653,44120,"-",,384837,384837,382365,2472,"-",,821532,821532,730646,90886,"-","Wisconsin"
"State",911518,798458,746200,52258,113060,,61316,59643,55920,3723,1673,,195657,172872,170840,2032,22785,,654545,565943,519440,46503,88602,"State"
"Local, total",1367980,1367684,1282464,85220,296,,900426,900130,859733,40397,296,,211965,211965,211525,440,0,,255589,255589,211206,44383,0,"Local, total"
"Counties",697654,694832,635393,59439,2822,,269308,266486,251695,14791,2822,,173169,173169,172904,265,0,,255177,255177,210794,44383,0,"Counties"
"Municipalities",678473,672852,647071,25781,5621,,639265,633644,608038,25606,5621,,38796,38796,38621,175,0,,412,412,412,0,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"Wyoming",188801,188801,180285,8516,"-",,81961,81961,76984,4977,"-",,48033,48033,47037,996,"-",,58807,58807,56264,2543,"-","Wyoming"
"State",85806,81687,76975,4712,4119,,14005,11013,9471,1542,2992,,30316,29730,28925,805,586,,41485,40944,38579,2365,541,"State"
"Local, total",107139,107114,103310,3804,25,,70948,70948,67513,3435,0,,18328,18303,18112,191,25,,17863,17863,17685,178,0,"Local, total"
"Counties",57680,57655,55803,1852,25,,26433,26433,24929,1504,0,,13887,13862,13692,170,25,,17360,17360,17182,178,0,"Counties"
"Municipalities",49459,49459,47507,1952,0,,44515,44515,42584,1931,0,,4441,4441,4420,21,0,,503,503,503,0,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,
"Notes:  Local government data are estimates subject to variability.",,,,,,,,,,,,,,,,,,,,,,,,
"a/ For each State and the United States summary, the expenditure figures shown on the ""Local, total"" lines and the combined",,,,,,,,,,,,,,,,,,,,,,,,
"State-local total lines (opposite each State's name) exclude duplicative intergovernmental transactions.  Thus, the",,,,,,,,,,,,,,,,,,,,,,,,
"""Local, total"" lines include intergovernmental payments only to the State government and the combined State-local total",,,,,,,,,,,,,,,,,,,,,,,,
"lines exclude all intergovernmental payments.",,,,,,,,,,,,,,,,,,,,,,,,
