West Virginia - Counties,-,"940,479","258,659",27.5,"151,598",58.6,"55,108",21.3,"51,953",20.1
West Virginia - Municipalities,-,"1,357,871","158,979",11.7,"151,697",95.4,"7,282",4.6,0,0
Wisconsin - Total,"5,773","59,811,182","3,984,657",6.7,"1,852,116",46.5,"652,826",16.4,"1,479,715",37.1
Wisconsin - State,-,"29,367,226","1,389,061",4.7,"104,881",7.6,"303,192",21.8,"980,988",70.6
"Wisconsin - Local, total",-,"30,443,956","2,595,596",8.5,"1,747,235",67.3,"349,634",13.5,"498,727",19.2
Wisconsin - Counties,-,"6,822,805","1,312,062",19.2,"544,039",41.5,"274,552",20.9,"493,471",37.6
Wisconsin - Municipalities,-,"8,604,463","1,241,911",14.4,"1,169,099",94.1,"67,556",5.4,"5,256",0.4
Wyoming - Total,584,"10,250,806","572,412",5.6,"232,804",40.7,"127,215",22.2,"212,393",37.1
Wyoming - State,-,"4,772,514","261,667",5.5,"39,775",15.2,"79,873",30.5,"142,019",54.3
"Wyoming - Local, total",-,"5,478,292","310,745",5.7,"193,029",62.1,"47,342",15.2,"70,374",22.6
Wyoming - Counties,-,"1,272,351","178,632",14,"72,090",40.4,"36,485",20.4,"70,057",39.2
Wyoming - Municipalities,-,"981,351","132,113",13.5,"120,939",91.5,"10,857",8.2,317,0.2
"Note: Local government data are estimates subject to variability. Population figures are from the Bureau of the Census, Table 1. Annual Estimates of the Resident Population for the United States, Regions, States, and Puerto Rico: April 1, 2010 to July 1, 2019 (NST-EST2019-01), December 2019. Justice system expenditure of independent school districts (primarily for special police forces) are not available.",,,,,,,,,,
"a/Total direct expenditures include outlays of states and all types of local governments, including independent school districts and special districts, which are not displayed separately. The ""Local, total"" lines, which include these districts, will not equal the sum of the ""Counties"" and ""Municipalities"" lines.",,,,,,,,,,
