Municipalities,"$580,619 ","$178,444 ",30.7,,"$165,478 ",92.7,,"$12,966 ",7.3,,$0 ,0

Utah,"$388,210 ","$43,522 ",11.2,,"$19,114 ",43.9,,"$9,793 ",22.5,,"$14,614 ",33.6
State,"$158,969 ","$17,265 ",10.9,,"$2,640 ",15.3,,"$5,421 ",31.4,,"$9,204 ",53.3
"Local, total","$229,241 ","$26,256 ",11.5,,"$16,474 ",62.7,,"$4,373 ",16.7,,"$5,409 ",20.6
Counties,"$33,376 ","$13,284 ",39.8,,"$5,134 ",38.7,,"$2,742 ",20.6,,"$5,408 ",40.7
Municipalities,"$48,400 ","$12,972 ",26.8,,"$11,340 ",87.4,,"$1,631 ",12.6,,$2 ,0

Vermont,"$121,874 ","$11,008 ",9,,"$4,816 ",43.7,,"$2,502 ",22.7,,"$3,691 ",33.5
State,"$50,707 ","$7,983 ",15.7,,"$1,948 ",24.4,,"$2,345 ",29.4,,"$3,691 ",46.2
"Local, total","$71,167 ","$3,026 ",4.3,,"$2,868 ",94.8,,$158 ,5.2,,$0 ,0
Counties,$195 ,$156 ,80.1,,$38 ,24.3,,$118 ,75.7,,$0 ,0
Municipalities,"$13,883 ","$2,870 ",20.7,,"$2,830 ",98.6,,$40 ,1.4,,$0 ,0

Virginia,"$1,327,867 ","$167,221 ",12.6,,"$76,143 ",45.5,,"$30,407 ",18.2,,"$60,671 ",36.3
State,"$404,881 ","$62,189 ",15.4,,"$10,426 ",16.8,,"$14,216 ",22.9,,"$37,547 ",60.4
"Local, total","$922,986 ","$105,032 ",11.4,,"$65,717 ",62.6,,"$16,190 ",15.4,,"$23,125 ",22
Counties,"$572,762 ","$58,626 ",10.2,,"$34,851 ",59.4,,"$11,174 ",19.1,,"$12,602 ",21.5
Municipalities,"$313,473 ","$46,406 ",14.8,,"$30,867 ",66.5,,"$5,016 ",10.8,,"$10,523 ",22.7

Washington,"$1,290,416 ","$153,642 ",11.9,,"$70,654 ",46,,"$34,015 ",22.1,,"$48,972 ",31.9
State,"$424,844 ","$49,669 ",11.7,,"$10,143 ",20.4,,"$9,476 ",19.1,,"$30,051 ",60.5
"Local, total","$865,572 ","$103,973 ",12,,"$60,512 ",58.2,,"$24,540 ",23.6,,"$18,921 ",18.2
Counties,"$157,317 ","$57,806 ",36.7,,"$20,492 ",35.4,,"$19,508 ",33.7,,"$17,806 ",30.8
Municipalities,"$192,978 ","$46,167 ",23.9,,"$40,020 ",86.7,,"$5,032 ",10.9,,"$1,115 ",2.4

West Virginia,"$275,885 ","$23,677 ",8.6,,"$9,798 ",41.4,,"$7,004 ",29.6,,"$6,875 ",29
State,"$111,412 ","$13,841 ",12.4,,"$2,955 ",21.3,,"$4,452 ",32.2,,"$6,434 ",46.5
"Local, total","$164,472 ","$9,836 ",6,,"$6,843 ",69.6,,"$2,552 ",26,,$441 ,4.5
Counties,"$17,452 ","$5,093 ",29.2,,"$2,479 ",48.7,,"$2,174 ",42.7,,$440 ,8.6
Municipalities,"$22,420 ","$4,743 ",21.2,,"$4,364 ",92,,$378 ,8,,$1 ,0

Wisconsin,"$1,024,950 ","$132,643 ",12.9,,"$61,304 ",46.2,,"$25,494 ",19.2,,"$45,844 ",34.6
State,"$275,465 ","$47,771 ",17.3,,"$3,727 ",7.8,,"$11,301 ",23.7,,"$32,743 ",68.5
"Local, total","$749,485 ","$84,871 ",11.3,,"$57,577 ",67.8,,"$14,193 ",16.7,,"$13,101 ",15.4
Counties,"$159,442 ","$45,587 ",28.6,,"$20,200 ",44.3,,"$12,286 ",26.9,,"$13,101 ",28.7
Municipalities,"$142,144 ","$39,284 ",27.6,,"$37,377 ",95.1,,"$1,907 ",4.9,,$0 ,0

Wyoming,"$129,095 ","$13,232 ",10.3,,"$6,202 ",46.9,,"$3,053 ",23.1,,"$3,977 ",30.1
State,"$38,169 ","$5,410 ",14.2,,"$1,011 ",18.7,,"$1,864 ",34.5,,"$2,535 ",46.9
"Local, total","$90,925 ","$7,823 ",8.6,,"$5,191 ",66.4,,"$1,189 ",15.2,,"$1,443 ",18.4
Counties,"$17,060 ","$4,403 ",25.8,,"$2,060 ",46.8,,$921 ,20.9,,"$1,423 ",32.3
Municipalities,"$11,519 ","$3,419 ",29.7,,"$3,132 ",91.6,,$268 ,7.8,,$19 ,0.6

Notes: March payroll data may not sum to total because of rounding. Local government data are estimates subject to variability.,,,,,,,,,,,,
"a/ Total March payroll includes payrolls of States and all types of local governments including independent school districts, which are not displayed separately.  The ""Local, total"" lines, which include these districts, will not equal the sum of the  ""Counties"" and ""Municipalities"" lines.",,,,,,,,,,,,
b/ Justice system payrolls of independent school districts and special districts (primarily for special police forces) are not available.,,,,,,,,,,,,
