"Nebraska",334588,,334588,321151,13437,,"-",,156129,,156129,147884,8245,,"-",,68691,,68691,67786,905,,"-",,109768,,109768,105481,4287,,"-",,"Nebraska"
"     State",148683,,142574,135615,6959,,6109,,39074,,32965,29069,3896,,6109,,30591,,30591,30146,445,,"-",,79018,,79018,76400,2618,,"-",,"     State"
"     Local, total",192038,,192014,185536,6478,,24,,123164,,123164,118815,4349,,"-",,38100,,38100,37640,460,,"-",,30774,,30750,29081,1669,,24,,"     Local, total"
"        Counties",95175,,94812,90600,4212,,363,,29646,,29646,27557,2089,,"-",,34416,,34416,33962,454,,"-",,31113,,30750,29081,1669,,363,,"        Counties"
"        Municipalities",99266,,97202,94936,2266,,2064,,93518,,93518,91258,2260,,"-",,3684,,3684,3678,6,,"-",,2064,,"-","-","-",,2064,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada",659295,,659295,630430,28865,,"-",,284043,,284043,275784,8259,,"-",,129943,,129943,126337,3606,,"-",,245309,,245309,228309,17000,,"-",,"Nevada"
"     State",190321,,189635,170253,19382,,686,,32836,,32766,30427,2339,,70,,21593,,21174,20131,1043,,419,,135892,,135695,119695,16000,,197,,"     State"
"     Local, total",469660,,469660,460177,9483,,"-",,251277,,251277,245357,5920,,"-",,108769,,108769,106206,2563,,"-",,109614,,109614,108614,1000,,"-",,"     Local, total"
"        Counties",346931,,346927,339966,6961,,4,,174433,,174433,170182,4251,,"-",,83426,,83422,81163,2259,,4,,89072,,89072,88621,451,,"-",,"        Counties"
"        Municipalities",172059,,122733,120211,2522,,49326,,124521,,76844,75175,1669,,47677,,25347,,25347,25043,304,,"-",,22191,,20542,19993,549,,1649,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire",290553,,290553,283908,6645,,"-",,135535,,135535,132178,3357,,"-",,76657,,76657,75136,1521,,"-",,78361,,78361,76594,1767,,"-",,"New Hampshire"
"     State",145092,,141928,136761,5167,,3164,,25256,,24659,22683,1976,,597,,66346,,63960,62454,1506,,2386,,53490,,53309,51624,1685,,181,,"     State"
"     Local, total",148625,,148625,147147,1478,,"-",,110876,,110876,109495,1381,,"-",,12697,,12697,12682,15,,"-",,25052,,25052,24970,82,,"-",,"     Local, total"
"        Counties",38523,,38523,38276,247,,"-",,8167,,8167,8015,152,,"-",,5304,,5304,5291,13,,"-",,25052,,25052,24970,82,,"-",,"        Counties"
"        Municipalities",110102,,110102,108871,1231,,"-",,102709,,102709,101480,1229,,"-",,7393,,7393,7391,2,,"-",,"-",,"-","-","-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Jersey",3235734,,3235734,3148139,87595,,"-",,1537021,,1537021,1504478,32543,,"-",,711222,,711222,700403,10819,,"-",,987491,,987491,943258,44233,,"-",,"New Jersey"
"     State",1272356,,1093784,1044629,49155,,178572,,278813,,213798,204802,8996,,65015,,291329,,248931,246104,2827,,42398,,702214,,631055,593723,37332,,71159,,"     State"
"     Local, total",2141950,,2141950,2103510,38440,,"-",,1323223,,1323223,1299676,23547,,"-",,462291,,462291,454299,7992,,"-",,356436,,356436,349535,6901,,"-",,"     Local, total"
"        Counties",823648,,819102,801381,17721,,4546,,107114,,106715,103489,3226,,399,,356234,,356234,348640,7594,,"-",,360300,,356153,349252,6901,,4147,,"        Counties"
"        Municipalities",1322848,,1322848,1302129,20719,,"-",,1216508,,1216508,1196187,20321,,"-",,106057,,106057,105659,398,,"-",,283,,283,283,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Mexico",525851,,525851,505956,19895,,"-",,240420,,240420,229840,10580,,"-",,94528,,94528,90514,4014,,"-",,190903,,190903,185602,5301,,"-",,"New Mexico"
"     State",277892,,276859,268807,8052,,1033,,51015,,50582,47225,3357,,433,,83485,,83485,81254,2231,,"-",,143392,,142792,140328,2464,,600,,"     State"
"     Local, total",248992,,248992,237149,11843,,"-",,189838,,189838,182615,7223,,"-",,11043,,11043,9260,1783,,"-",,48111,,48111,45274,2837,,"-",,"     Local, total"
"        Counties",94582,,85929,80591,5338,,8653,,58544,,58544,55950,2594,,"-",,1387,,1387,1382,5,,"-",,34651,,25998,23259,2739,,8653,,"        Counties"
"        Municipalities",163301,,163063,156558,6505,,238,,131294,,131294,126665,4629,,"-",,9656,,9656,7878,1778,,"-",,22351,,22113,22015,98,,238,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York",9391399,,9391399,8955824,435575,,"-",,4039126,,4039126,3907220,131906,,"-",,1819101,,1819101,1784550,34551,,"-",,3533172,,3533172,3264054,269118,,"-",,"New York"
"     State",3607867,,3192341,3006465,185876,,415526,,336293,,323713,306781,16932,,12580,,1211561,,1063200,1032465,30735,,148361,,2060013,,1805428,1667219,138209,,254585,,"     State"
"     Local, total",6294924,,6199058,5949359,249699,,95866,,3715413,,3715413,3600439,114974,,"-",,783874,,755901,752085,3816,,27973,,1795637,,1727744,1596835,130909,,67893,,"     Local, total"
"        Counties",1759851,,1706709,1666873,39836,,53142,,836517,,836517,805102,31415,,"-",,245795,,217886,216632,1254,,27909,,677539,,652306,645139,7167,,25233,,"        Counties"
"        Municipalities",4535073,,4492349,4282486,209863,,42724,,2878896,,2878896,2795337,83559,,"-",,538079,,538015,535453,2562,,64,,1118098,,1075438,951696,123742,,42660,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Carolina",2096534,,2096534,1838065,258469,,"-",,857496,,857496,797444,60052,,"-",,336489,,336489,313800,22689,,"-",,902549,,902549,726821,175728,,"-",,"North Carolina"
"     State",1200261,,1184442,1058661,125781,,15819,,189367,,189260,169023,20237,,107,,290480,,287519,283805,3714,,2961,,720414,,707663,605833,101830,,12751,,"     State"
"     Local, total",912092,,912092,779404,132688,,"-",,668236,,668236,628421,39815,,"-",,48970,,48970,29995,18975,,"-",,194886,,194886,120988,73898,,"-",,"     Local, total"
"        Counties",462048,,461654,353225,108429,,394,,226270,,226270,210382,15888,,"-",,40498,,40498,21855,18643,,"-",,195280,,194886,120988,73898,,394,,"        Counties"
"        Municipalities",451213,,450438,426179,24259,,775,,442741,,441966,418039,23927,,775,,8472,,8472,8140,332,,"-",,"-",,"-","-","-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Dakota",93185,,93185,89616,3569,,"-",,46264,,46264,45065,1199,,"-",,22320,,22320,22038,282,,"-",,24601,,24601,22513,2088,,"-",,"North Dakota"
"     State",33130,,31323,30272,1051,,1807,,6668,,6668,6597,71,,"-",,9073,,7651,7469,182,,1422,,17389,,17004,16206,798,,385,,"     State"
"     Local, total",61862,,61862,59344,2518,,"-",,39596,,39596,38468,1128,,"-",,14669,,14669,14569,100,,"-",,7597,,7597,6307,1290,,"-",,"     Local, total"
"        Counties",32770,,32761,31004,1757,,9,,12369,,12369,11997,372,,"-",,13018,,13018,12923,95,,"-",,7383,,7374,6084,1290,,9,,"        Counties"
"        Municipalities",29233,,29101,28340,761,,132,,27359,,27227,26471,756,,132,,1651,,1651,1646,5,,"-",,223,,223,223,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ohio",3340440,,3340440,3046436,294004,,"-",,1416175,,1416175,1357022,59153,,"-",,778188,,778188,754408,23780,,"-",,1146077,,1146077,935006,211071,,"-",,"Ohio"
"     State",1208530,,1116489,944514,171975,,92041,,172346,,160792,144283,16509,,11554,,151101,,131668,127211,4457,,19433,,885083,,824029,673020,151009,,61054,,"     State"
"     Local, total",2224403,,2223951,2101922,122029,,452,,1255383,,1255383,1212739,42644,,"-",,646972,,646520,627197,19323,,452,,322048,,322048,261986,60062,,"-",,"     Local, total"
"        Counties",999870,,975252,910197,65055,,24618,,241575,,230621,225838,4783,,10954,,470391,,468051,451564,16487,,2340,,287904,,276580,232795,43785,,11324,,"        Counties"
"        Municipalities",1267301,,1248699,1191725,56974,,18602,,1025813,,1024762,986901,37861,,1051,,179767,,178469,175633,2836,,1298,,61721,,45468,29191,16277,,16253,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oklahoma",692548,,692548,660956,31592,,"-",,331271,,331271,306095,25176,,"-",,137523,,137523,136537,986,,"-",,223754,,223754,218324,5430,,"-",,"Oklahoma"
"     State",364471,,347180,333884,13296,,17291,,47825,,47758,40395,7363,,67,,104472,,91849,91324,525,,12623,,212174,,207573,202165,5408,,4601,,"     State"
"     Local, total",345830,,345368,327072,18296,,462,,283513,,283513,265700,17813,,"-",,46136,,45674,45213,461,,462,,16181,,16181,16159,22,,"-",,"     Local, total"
"        Counties",76562,,76100,74327,1773,,462,,35532,,35532,33934,1598,,"-",,24849,,24387,24234,153,,462,,16181,,16181,16159,22,,"-",,"        Counties"
"        Municipalities",269268,,269268,252745,16523,,"-",,247981,,247981,231766,16215,,"-",,21287,,21287,20979,308,,"-",,"-",,"-","-","-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oregon",1000478,,1000478,958254,42224,,"-",,448311,,448311,428205,20106,,"-",,213052,,213052,208372,4680,,"-",,339115,,339115,321677,17438,,"-",,"Oregon"
"     State",463368,,411478,391256,20222,,51890,,100839,,93498,80279,13219,,7341,,144759,,144643,141032,3611,,116,,217770,,173337,169945,3392,,44433,,"     State"
"     Local, total",590287,,589000,566998,22002,,1287,,355484,,354813,347926,6887,,671,,69018,,68409,67340,1069,,609,,165785,,165778,151732,14046,,7,,"     Local, total"
"        Counties",330173,,328625,311090,17535,,1548,,112090,,111426,108900,2526,,664,,52866,,52270,51307,963,,596,,165217,,164929,150883,14046,,288,,"        Counties"
"        Municipalities",262938,,260375,255908,4467,,2563,,245773,,243387,239026,4361,,2386,,16193,,16139,16033,106,,54,,972,,849,849,"-",,123,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pennsylvania",3358610,,3358610,3183252,175358,,"-",,1333855,,1333855,1300092,33763,,"-",,749494,,749494,735984,13510,,"-",,1275261,,1275261,1147176,128085,,"-",,"Pennsylvania"
"     State",1399286,,1178720,1131403,47317,,220566,,319922,,306178,294084,12094,,13744,,279759,,194085,191134,2951,,85674,,799605,,678457,646185,32272,,121148,,"     State"
"     Local, total",2187707,,2179890,2051849,128041,,7817,,1027677,,1027677,1006008,21669,,"-",,555409,,555409,544850,10559,,"-",,604621,,596804,500991,95813,,7817,,"     Local, total"
"        Counties",798247,,790430,725102,65328,,7817,,52732,,52732,52261,471,,"-",,334254,,334254,327555,6699,,"-",,411261,,403444,345286,58158,,7817,,"        Counties"
"        Municipalities",1389460,,1389460,1326747,62713,,"-",,974945,,974945,953747,21198,,"-",,221155,,221155,217295,3860,,"-",,193360,,193360,155705,37655,,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhode Island",333271,,333271,327250,6021,,"-",,146736,,146736,145123,1613,,"-",,82375,,82375,80881,1494,,"-",,104160,,104160,101246,2914,,"-",,"Rhode Island"
"     State",204909,,204230,199593,4637,,679,,25934,,25255,25026,229,,679,,74815,,74815,73321,1494,,"-",,104160,,104160,101246,2914,,"-",,"     State"
"     Local, total",129041,,129041,127657,1384,,"-",,121481,,121481,120097,1384,,"-",,7560,,7560,7560,"-",,"-",,"-",,"-","-","-",,"-",,"     Local, total"
"        Counties","-",,"-","-","-",,"-",,"-",,"-","-","-",,"-",,"-",,"-","-","-",,"-",,"-",,"-","-","-",,"-",,"        Counties"
"        Municipalities",129041,,129041,127657,1384,,"-",,121481,,121481,120097,1384,,"-",,7560,,7560,7560,"-",,"-",,"-",,"-","-","-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Carolina",916890,,916890,813627,103263,,"-",,385444,,385444,351842,33602,,"-",,122127,,122127,118361,3766,,"-",,409319,,409319,343424,65895,,"-",,"South Carolina"
"     State",453620,,444959,400299,44660,,8661,,106201,,102494,85616,16878,,3707,,40100,,35146,33812,1334,,4954,,307319,,307319,280871,26448,,"-",,"     State"
"     Local, total",471931,,471931,413328,58603,,"-",,282950,,282950,266226,16724,,"-",,86981,,86981,84549,2432,,"-",,102000,,102000,62553,39447,,"-",,"     Local, total"
"        Counties",313305,,309698,256970,52728,,3607,,132224,,131744,120732,11012,,480,,78936,,76950,74661,2289,,1986,,102145,,101004,61577,39427,,1141,,"        Counties"
"        Municipalities",162556,,162233,156358,5875,,323,,151206,,151206,145494,5712,,"-",,10247,,10031,9888,143,,216,,1103,,996,976,20,,107,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"South Dakota",149211,,149211,143193,6018,,"-",,65457,,65457,61922,3535,,"-",,31179,,31179,30504,675,,"-",,52575,,52575,50767,1808,,"-",,"South Dakota"
"     State",79115,,76744,73340,3404,,2371,,15756,,15756,13890,1866,,"-",,21493,,19899,19439,460,,1594,,41866,,41089,40011,1078,,777,,"     State"
"     Local, total",73686,,72467,69853,2614,,1219,,49701,,49701,48032,1669,,"-",,12499,,11280,11065,215,,1219,,11486,,11486,10756,730,,"-",,"     Local, total"
"        Counties",39083,,37627,36164,1463,,1456,,16056,,15963,15437,526,,93,,11789,,10570,10357,213,,1219,,11238,,11094,10370,724,,144,,"        Counties"
"        Municipalities",35328,,34840,33689,1151,,488,,34160,,33738,32595,1143,,422,,710,,710,708,2,,"-",,458,,392,386,6,,66,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tennessee",1266597,,1266597,1200474,66123,,"-",,537597,,537597,508169,29428,,"-",,243772,,243772,237950,5822,,"-",,485228,,485228,454355,30873,,"-",,"Tennessee"
"     State",581888,,500674,481976,18698,,81214,,78292,,73319,69837,3482,,4973,,107149,,99198,98484,714,,7951,,396447,,328157,313655,14502,,68290,,"     State"
"     Local, total",765985,,765923,718498,47425,,62,,464327,,464278,438332,25946,,49,,144587,,144574,139466,5108,,13,,157071,,157071,140700,16371,,"-",,"     Local, total"
"        Counties",348201,,347759,324620,23139,,442,,119649,,119337,113655,5682,,312,,98900,,98887,97325,1562,,13,,129652,,129535,113640,15895,,117,,"        Counties"
"        Municipalities",418164,,418164,393878,24286,,"-",,344941,,344941,324677,20264,,"-",,45687,,45687,42141,3546,,"-",,27536,,27536,27060,476,,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Texas",6069081,,6069081,5217330,851751,,"-",,2240258,,2240258,2126249,114009,,"-",,982637,,982637,931700,50937,,"-",,2846186,,2846186,2159381,686805,,"-",,"Texas"
"     State",2770741,,2521284,1896182,625102,,249457,,231667,,231667,196743,34924,,"-",,296325,,283754,275394,8360,,12571,,2242749,,2005863,1424045,581818,,236886,,"     State"
"     Local, total",3548280,,3547797,3321148,226649,,483,,2008591,,2008591,1929506,79085,,"-",,698883,,698883,656306,42577,,"-",,840806,,840323,735336,104987,,483,,"     Local, total"
"        Counties",1822814,,1822155,1660737,161418,,659,,446782,,446726,430756,15970,,56,,581862,,581742,540507,41235,,120,,794170,,793687,689474,104213,,483,,"        Counties"
"        Municipalities",1732317,,1725642,1660411,65231,,6675,,1561982,,1561865,1498750,63115,,117,,117259,,117141,115799,1342,,118,,53076,,46636,45862,774,,6440,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Utah",462692,,462692,439730,22962,,"-",,213451,,213451,203535,9916,,"-",,101401,,101401,94484,6917,,"-",,147840,,147840,141711,6129,,"-",,"Utah"
"     State",214079,,211353,200094,11259,,2726,,38108,,36480,34649,1831,,1628,,61609,,60511,54108,6403,,1098,,114362,,114362,111337,3025,,"-",,"     State"
"     Local, total",251418,,251339,239636,11703,,79,,177050,,176971,168886,8085,,79,,40890,,40890,40376,514,,"-",,33478,,33478,30374,3104,,"-",,"     Local, total"
"        Counties",130740,,130740,124451,6289,,"-",,67322,,67322,64484,2838,,"-",,29940,,29940,29593,347,,"-",,33478,,33478,30374,3104,,"-",,"        Counties"
"        Municipalities",122644,,120599,115185,5414,,2045,,111694,,109649,104402,5247,,2045,,10950,,10950,10783,167,,"-",,"-",,"-","-","-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vermont",122801,,122801,109960,12841,,"-",,55332,,55332,53090,2242,,"-",,37226,,37226,29013,8213,,"-",,30243,,30243,27857,2386,,"-",,"Vermont"
"     State",89670,,89340,77293,12047,,330,,24858,,24528,23080,1448,,330,,34569,,34569,26356,8213,,"-",,30243,,30243,27857,2386,,"-",,"     State"
"     Local, total",33461,,33461,32667,794,,"-",,30804,,30804,30010,794,,"-",,2657,,2657,2657,"-",,"-",,"-",,"-","-","-",,"-",,"     Local, total"
"        Counties",3653,,3653,3653,"-",,"-",,2010,,2010,2010,"-",,"-",,1643,,1643,1643,"-",,"-",,"-",,"-","-","-",,"-",,"        Counties"
"        Municipalities",30061,,29808,29014,794,,253,,28993,,28794,28000,794,,199,,1068,,1014,1014,"-",,54,,"-",,"-","-","-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virginia",1922137,,1922137,1807611,114526,,"-",,826606,,826606,773497,53109,,"-",,323578,,323578,305435,18143,,"-",,771953,,771953,728679,43274,,"-",,"Virginia"
"     State",1205450,,819399,788082,31317,,386051,,280759,,145210,131538,13672,,135549,,240598,,167493,163571,3922,,73105,,684093,,506696,492973,13723,,177397,,"     State"
"     Local, total",1103034,,1102738,1019529,83209,,296,,681396,,681396,641959,39437,,"-",,156085,,156085,141864,14221,,"-",,265553,,265257,235706,29551,,296,,"     Local, total"
"        Counties",555970,,554077,510289,43788,,1893,,332776,,332776,306933,25843,,"-",,85179,,85179,76465,8714,,"-",,138015,,136122,126891,9231,,1893,,"        Counties"
"        Municipalities",550950,,548661,509240,39421,,2289,,348678,,348620,335026,13594,,58,,71194,,70906,65399,5507,,288,,131078,,129135,108815,20320,,1943,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Washington",1790201,,1790201,1668119,122082,,"-",,745781,,745781,713683,32098,,"-",,388260,,388260,369485,18775,,"-",,656160,,656160,584951,71209,,"-",,"Washington"
"     State",659607,,611980,535253,76727,,47627,,160774,,114688,101446,13242,,46086,,56763,,55222,53343,1879,,1541,,442070,,442070,380464,61606,,"-",,"     State"
"     Local, total",1178221,,1178221,1132866,45355,,"-",,631093,,631093,612237,18856,,"-",,333038,,333038,316142,16896,,"-",,214090,,214090,204487,9603,,"-",,"     Local, total"
"        Counties",654315,,654315,626013,28302,,"-",,203502,,203502,200420,3082,,"-",,260702,,260702,245024,15678,,"-",,190111,,190111,180569,9542,,"-",,"        Counties"
"        Municipalities",535733,,523906,506853,17053,,11827,,427591,,427591,411817,15774,,"-",,77567,,72336,71118,1218,,5231,,30575,,23979,23918,61,,6596,,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"West Virginia",272930,,272930,265536,7394,,"-",,113879,,113879,109127,4752,,"-",,80497,,80497,78957,1540,,"-",,78554,,78554,77452,1102,,"-",,"West Virginia"
"     State",146661,,146661,142886,3775,,"-",,33456,,33456,31734,1722,,"-",,56394,,56394,55142,1252,,"-",,56811,,56811,56010,801,,"-",,"     State"
"     Local, total",126877,,126269,122650,3619,,608,,80423,,80423,77393,3030,,"-",,24103,,24103,23815,288,,"-",,22351,,21743,21442,301,,608,,"     Local, total"
"        Counties",67186,,66578,65140,1438,,608,,24157,,24157,23303,854,,"-",,20774,,20774,20491,283,,"-",,22255,,21647,21346,301,,608,,"        Counties"
"        Municipalities",59691,,59691,57510,2181,,"-",,56266,,56266,54090,2176,,"-",,3329,,3329,3324,5,,"-",,96,,96,96,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wisconsin",1608775,,1608775,1524281,84494,,"-",,797174,,797174,756766,40408,,"-",,337282,,337282,327504,9778,,"-",,474319,,474319,440011,34308,,"-",,"Wisconsin"
"     State",619242,,525318,501642,23676,,93924,,53130,,51501,48845,2656,,1629,,172510,,160451,152538,7913,,12059,,393602,,313366,300259,13107,,80236,,"     State"
"     Local, total",1084274,,1083457,1022639,60818,,817,,746490,,745673,707921,37752,,817,,176831,,176831,174966,1865,,"-",,160953,,160953,139752,21201,,"-",,"     Local, total"
"        Counties",525246,,523637,482618,41019,,1609,,220306,,218697,200656,18041,,1609,,144166,,144166,142389,1777,,"-",,160774,,160774,139573,21201,,"-",,"        Counties"
"        Municipalities",562875,,559820,540021,19799,,3055,,530031,,526976,507265,19711,,3055,,32665,,32665,32577,88,,"-",,179,,179,179,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wyoming",149177,,149177,142601,6576,,"-",,68969,,68969,65295,3674,,"-",,36795,,36795,36087,708,,"-",,43413,,43413,41219,2194,,"-",,"Wyoming"
"     State",65318,,62696,58446,4250,,2622,,11983,,9949,8411,1538,,2034,,22563,,21975,21368,607,,588,,30772,,30772,28667,2105,,"-",,"     State"
"     Local, total",86481,,86481,84155,2326,,"-",,59020,,59020,56884,2136,,"-",,14820,,14820,14719,101,,"-",,12641,,12641,12552,89,,"-",,"     Local, total"
"        Counties",45130,,45130,44001,1129,,"-",,22296,,22296,21338,958,,"-",,10941,,10941,10859,82,,"-",,11893,,11893,11804,89,,"-",,"        Counties"
"        Municipalities",41351,,41351,40154,1197,,"-",,36724,,36724,35546,1178,,"-",,3879,,3879,3860,19,,"-",,748,,748,748,"-",,"-",,"        Municipalities"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note:  Local government data are estimates subject to variability.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a/ For each State and the United States summary, the expenditure figures shown on the ""Local, total"" lines and the combined",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"State-local total lines (opposite each State's name) exclude duplicative intergovernmental transactions.  Thus, the",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Local, total"" lines include intergovernmental payments only to the State government and the combined State-local total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"lines exclude all intergovernmental payments.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
